Year,Nmonth ,Month,SKU,ShipToCode,Issued
2015,7,APRIL,02770076,CD3P,760 
2015,7,APRIL,04126023,3P,60 
2015,7,APRIL,04772849,CD3P,2 
2015,7,APRIL,06110143,3D,12 
2015,7,APRIL,06167364,3D,140 
2015,7,APRIL,06770464,CD3D,4 
2015,7,APRIL,06770585,CD3D,2 
2015,7,APRIL,06775305,CD3P,2 
2015,7,APRIL,06779323,CD3D,1 
2015,7,APRIL,02770015,CD3P,320 
2015,7,APRIL,04116016,3P,182 
2015,7,APRIL,04120012,3P,56 
2015,7,APRIL,04120046,3P,80 
2015,7,APRIL,04120075,3P,120 
2015,7,APRIL,05176000,3P,90 
2015,7,APRIL,06140028,3D,160 
2015,7,APRIL,06160001,3D,780 
2015,7,APRIL,06168064,3D,18 
2015,7,APRIL,06181537,3D,108 
2015,7,APRIL,06771000,CD3P,6 
2015,7,APRIL,06771000,CD3P,8 
2015,7,APRIL,06771000,CD3P,45 
2015,7,APRIL,06771000,CD3P,100 
2015,7,APRIL,06771000,CD3D,6 
2015,7,APRIL,06771002,CD3D,2 
2015,7,APRIL,06771273,CD3D,1 
2015,7,APRIL,06772022,CD3D,1 
2015,7,APRIL,06772301,CD3D,1 
2015,7,APRIL,07771000,CD3P,1 
2015,7,APRIL,09120006,3D,108 
2015,7,APRIL,09120024,3D,27 
2015,7,APRIL,09150062,3D,108 
2015,7,APRIL,70339994,CD3L,12 
2015,7,APRIL,70345054,CD3L,6 
2015,7,APRIL,70346624,CD3L,24 
2015,7,APRIL,70347924,CD3L,12 
2015,7,APRIL,70350454,CD3L,12 
2015,7,APRIL,70352604,CD3L,4 
2015,7,APRIL,70445084,CD3L,24 
2015,7,APRIL,70447504,CD3L,48 
2015,7,APRIL,70559914,CD3L,12 
2015,7,APRIL,70770904,CD3L,0 
2015,7,APRIL,70776022,CD3L,12 
2015,7,APRIL,70779896,CD3L,12 
2015,7,APRIL,78770743,CD3L,4 
2015,7,APRIL,79BL0040,3L,20 
2015,7,APRIL,80770105,CD3M,1 
2015,7,APRIL,81CN0075,CD3L,2 
2015,7,APRIL,81CN0235,CD3L,1 
2015,7,APRIL,83108904,CD3L,1 
2015,7,APRIL,01770260,CD3P,30 
2015,7,APRIL,01120220,3P,3142 
2015,7,APRIL,01771001,CD3P,7 
2015,7,APRIL,04125003,3P,70 
2015,7,APRIL,04126024,3P,300 
2015,7,APRIL,04771000,CD3P,1 
2015,7,APRIL,04771000,CD3P,2 
2015,7,APRIL,05110048,3P,340 
2015,7,APRIL,06110128,3D,24 
2015,7,APRIL,06110316,3P,5 
2015,7,APRIL,06110320,3P,22 
2015,7,APRIL,06771002,CD3D,2 
2015,7,APRIL,06771537,CD3P,3 
2015,7,APRIL,06772105,CD3D,4 
2015,7,APRIL,06772257,CD3D,5 
2015,7,APRIL,06779312,CD3D,2 
2015,7,APRIL,01120013,3P,4490 
2015,7,APRIL,04120050,3P,130 
2015,7,APRIL,04125065,3P,120 
2015,7,APRIL,04771000,CD3P,1 
2015,7,APRIL,04772806,CD3P,5 
2015,7,APRIL,04772853,CD3P,1 
2015,7,APRIL,05110007,3P,899 
2015,7,APRIL,05176006,3P,3200 
2015,7,APRIL,06110029,3D,42 
2015,7,APRIL,06160290,3D,88 
2015,7,APRIL,06770751,CD3D,2 
2015,7,APRIL,06771002,CD3D,18 
2015,7,APRIL,06775418,CD3D,4 
2015,7,APRIL,06775556,CD3D,2 
2015,7,APRIL,06778638,CD3D,2 
2015,7,APRIL,02127000,3P,999 
2015,7,APRIL,03771000,CD3P,0 
2015,7,APRIL,04120004,3P,48 
2015,7,APRIL,04771000,CD3P,0 
2015,7,APRIL,05173018,3P,6 
2015,7,APRIL,06142008,3D,54 
2015,7,APRIL,06148007,3D,208 
2015,7,APRIL,06148028,3D,144 
2015,7,APRIL,06163689,3D,60 
2015,7,APRIL,06770463,CD3D,2 
2015,7,APRIL,06770597,CD3D,2 
2015,7,APRIL,06775483,CD3D,2 
2015,7,APRIL,06778243,CD3D,2 
2015,7,APRIL,06778622,CD3D,2 
2015,7,APRIL,06778624,CD3D,1 
2015,7,APRIL,04771000,CD3P,3 
2015,7,APRIL,05110072,3P,234 
2015,7,APRIL,05110073,3P,80 
2015,7,APRIL,05110074,3D,88 
2015,7,APRIL,05110075,CD3D,2 
2015,7,APRIL,05110076,CD3D,1 
2015,7,APRIL,05110077,3P,1956 
2015,7,APRIL,05110078,CD3P,440 
2015,7,APRIL,05110079,3P,240 
2015,7,APRIL,05110080,3P,25 
2015,7,APRIL,05110081,3P,640 
2015,7,APRIL,05110082,CD3P,1 
2015,7,APRIL,05110083,3P,35 
2015,7,APRIL,05110084,3D,12 
2015,7,APRIL,05110085,3D,350 
2015,7,APRIL,05110086,3D,90 
2015,7,APRIL,05110087,CD3D,6 
2015,7,APRIL,05110088,CD3P,2 
2015,7,APRIL,05110089,CD3D,1 
2015,7,APRIL,05110090,3P,979 
2015,7,APRIL,05110091,CD3P,30 
2015,7,APRIL,05110092,CD3P,0 
2015,7,APRIL,05110093,3P,65 
2015,7,APRIL,05110094,3P,64 
2015,7,APRIL,05110095,3P,45 
2015,7,APRIL,05110096,3P,60 
2015,7,APRIL,05110097,3P,420 
2015,7,APRIL,05110098,3D,12 
2015,7,APRIL,05110099,3D,8 
2015,7,APRIL,05110100,3D,50 
2015,7,APRIL,05110101,3D,32 
2015,7,APRIL,05110102,CD3D,1 
2015,7,APRIL,05110103,CD3D,1 
2015,7,APRIL,05110104,CD3D,1 
2015,7,APRIL,05110105,CD3D,7 
2015,7,APRIL,05110106,CD3D,9 
2015,7,APRIL,05110107,CD3D,12 
2015,7,APRIL,05110108,CD3D,3 
2015,7,APRIL,05110109,CD3D,6 
2015,7,APRIL,05110110,3P,15302 
2015,7,APRIL,05110111,CD3P,1240 
2015,7,APRIL,05110112,CD3P,4 
2015,7,APRIL,05110113,CD3P,2 
2015,7,APRIL,05110114,3P,468 
2015,7,APRIL,05110115,3P,210 
2015,7,APRIL,05110116,3P,72 
2015,7,APRIL,05110117,3P,50 
2015,7,APRIL,05110118,3D,80 
2015,7,APRIL,05110119,3D,126 
2015,7,APRIL,05110120,3D,1176 
2015,7,APRIL,05110121,3D,34 
2015,7,APRIL,05110122,3D,54 
2015,7,APRIL,05110123,3D,54 
2015,7,APRIL,05110124,CD3D,1 
2015,7,APRIL,05110125,CD3P,3 
2015,7,APRIL,05110126,CD3D,1 
2015,7,APRIL,05110127,CD3D,4 
2015,7,APRIL,05110128,CD3D,6 
2015,7,APRIL,05110129,CD3D,3 
2015,7,APRIL,05110130,3P,756 
2015,7,APRIL,05110131,3P,240 
2015,7,APRIL,05110132,3P,336 
2015,7,APRIL,05110133,3D,18 
2015,7,APRIL,05110134,3P,32 
2015,7,APRIL,05110135,CD3P,3 
2015,7,APRIL,05110136,CD3P,18 
2015,7,APRIL,05110137,CD3P,10 
2015,7,APRIL,05110138,CD3D,2 
2015,7,APRIL,05110139,CD3D,3 
2015,7,APRIL,05110140,CD3D,3 
2015,7,APRIL,05110141,CD3P,6 
2015,7,APRIL,05110142,3P,3026 
2015,7,APRIL,05110143,3P,60 
2015,7,APRIL,05110144,CD3P,0 
2015,7,APRIL,05110145,CD3P,1 
2015,7,APRIL,05110146,CD3D,5 
2015,7,APRIL,05110147,CD3D,14 
2015,7,APRIL,05110148,3P,4000 
2015,7,APRIL,05110149,3P,3760 
2015,7,APRIL,05110150,3P,140 
2015,7,APRIL,05110151,CD3P,2 
2015,7,APRIL,05110152,3P,180 
2015,7,APRIL,05110153,3D,6 
2015,7,APRIL,05110154,3D,52 
2015,7,APRIL,05110155,3D,32 
2015,7,APRIL,05110156,3D,16 
2015,7,APRIL,05110157,CD3P,200 
2015,7,APRIL,05110158,CD3D,1 
2015,7,APRIL,05110159,CD3D,3 
2015,7,APRIL,05110160,CD3D,2 
2015,7,APRIL,05110161,CD3D,2 
2015,7,APRIL,05110162,CD3D,3 
2015,7,APRIL,05110163,CD3D,1 
2015,7,APRIL,05110164,CD3D,1 
2015,7,APRIL,05110165,CD3D,1 
2015,7,APRIL,05110166,3D,96 
2015,7,APRIL,05110167,3D,450 
2015,7,APRIL,05110168,3D,40 
2015,7,APRIL,05110169,3D,96 
2015,7,APRIL,05110170,CD3L,12 
2015,7,APRIL,05110171,CD3L,24 
2015,7,APRIL,05110172,CD3L,12 
2015,7,APRIL,05110173,CD3L,12 
2015,7,APRIL,05110174,CD3L,12 
2015,7,APRIL,05110175,CD3L,24 
2015,7,APRIL,05110176,CD3L,12 
2015,7,APRIL,05110177,CD3L,12 
2015,7,APRIL,05110178,3L,60 
2015,7,APRIL,05110179,CD3L,1 
2015,7,APRIL,05110180,CD3L,18 
2015,7,APRIL,05110181,CD3L,2 
2015,7,APRIL,05110182,3L,8 
2015,7,APRIL,05110183,3L,200 
2015,7,APRIL,05110184,3L,50 
2015,7,APRIL,05110185,CD3L,5 
2015,7,APRIL,05110186,CD3L,10 
2015,7,APRIL,05110187,CD3L,2 
2015,7,APRIL,05110188,3P,2030 
2015,7,APRIL,05110189,3P,112 
2015,7,APRIL,05110190,CD3P,1 
2015,7,APRIL,05110191,3D,12 
2015,7,APRIL,05110192,3D,76 
2015,7,APRIL,05110193,3D,10 
2015,7,APRIL,05110194,3D,54 
2015,7,APRIL,05110195,3D,16 
2015,7,APRIL,05110196,CD3D,6 
2015,7,APRIL,05110197,CD3D,1 
2015,7,APRIL,05110198,CD3P,6 
2015,7,APRIL,05110199,CD3D,2 
2015,7,APRIL,05110200,CD3D,12 
2015,7,APRIL,05110201,CD3P,6 
2015,7,APRIL,05110202,3P,100 
2015,7,APRIL,05110203,3P,20 
2015,7,APRIL,05110204,3P,90 
2015,7,APRIL,05110205,3D,1188 
2015,7,APRIL,05110206,3D,216 
2015,7,APRIL,05110207,CD3D,17 
2015,7,APRIL,05110208,CD3D,2 
2015,7,APRIL,05110209,CD3D,1 
2015,7,APRIL,05110210,CD3P,1 
2015,7,APRIL,05110211,3D,40 
2015,7,APRIL,05110212,3D,180 
2015,7,APRIL,05110213,3D,104 
2015,7,APRIL,05110214,3L,1296 
2015,7,APRIL,05110215,CD3L,6 
2015,7,APRIL,05110216,CD3L,36 
2015,7,APRIL,05110217,CD3L,12 
2015,7,APRIL,05110218,CD3L,24 
2015,7,APRIL,05110219,CD3L,0 
2015,7,APRIL,05110220,CD3L,12 
2015,7,APRIL,05110221,CD3L,12 
2015,7,APRIL,05110222,CD3L,24 
2015,7,APRIL,05110223,CD3L,6 
2015,7,APRIL,05110224,CD3L,24 
2015,7,APRIL,05110225,CD3L,12 
2015,7,APRIL,05110226,CD3L,16 
2015,7,APRIL,05110227,3L,100 
2015,7,APRIL,05110228,CD3L,2 
2015,7,APRIL,05110229,CD3L,1 
2015,7,APRIL,05110230,CD3L,8 
2015,7,APRIL,05110231,CD3L,9 
2015,7,APRIL,05110232,CD3L,2 
2015,7,APRIL,05110233,CD3L,8 
2015,7,APRIL,05110234,CD3L,1 
2015,7,APRIL,05110235,CD3L,1 
2015,7,APRIL,05110236,3P,856 
2015,7,APRIL,05110237,3P,366 
2015,7,APRIL,05110238,3P,168 
2015,7,APRIL,05110239,3D,0 
2015,7,APRIL,05110240,3D,108 
2015,7,APRIL,05110241,CD3D,4 
2015,7,APRIL,05110242,CD3L,6 
2015,7,APRIL,05110243,CD3L,6 
2015,7,APRIL,05110244,CD3L,12 
2015,7,APRIL,05110245,CD3L,48 
2015,7,APRIL,05110246,CD3L,2 
2015,7,APRIL,05110247,CD3L,12 
2015,7,APRIL,05110248,CD3L,24 
2015,7,APRIL,05110249,CD3L,24 
2015,7,APRIL,05110250,CD3L,0 
2015,7,APRIL,05110251,CD3L,5 
2015,7,APRIL,05110252,3L,50 
2015,7,APRIL,05110253,3L,100 
2015,7,APRIL,05110254,3L,100 
2015,7,APRIL,05110255,3L,100 
2015,7,APRIL,05110256,CD3L,0 
2015,7,APRIL,05110257,CD3L,4 
2015,7,APRIL,05110258,3P,1453 
2015,7,APRIL,05110259,CD3P,0 
2015,7,APRIL,05110260,CD3D,60 
2015,7,APRIL,05110261,3D,9 
2015,7,APRIL,05110262,3D,24 
2015,7,APRIL,05110263,3D,288 
2015,7,APRIL,05110264,CD3L,12 
2015,7,APRIL,05110265,CD3L,24 
2015,7,APRIL,05110266,CD3L,6 
2015,7,APRIL,05110267,CD3L,6 
2015,7,APRIL,05110268,CD3L,12 
2015,7,APRIL,05110269,CD3L,48 
2015,7,APRIL,05110270,CD3L,6 
2015,7,APRIL,05110271,CD3L,12 
2015,7,APRIL,05110272,CD3L,0 
2015,7,APRIL,05110273,CD3L,1 
2015,7,APRIL,05110274,CD3L,4 
2015,7,APRIL,05110275,CD3L,4 
2015,7,APRIL,05110276,3L,100 
2015,7,APRIL,05110277,3D,72 
2015,7,APRIL,05110278,CD3L,2 
2015,7,APRIL,05110279,CD3L,7 
2015,7,APRIL,05110280,CD3L,2 
2015,7,APRIL,05110281,3D,30 
2015,7,APRIL,05110282,3D,216 
2015,7,APRIL,05110283,CD3L,12 
2015,7,APRIL,05110284,CD3L,12 
2015,7,APRIL,05110285,CD3L,12 
2015,7,APRIL,05110286,CD3L,24 
2015,7,APRIL,05110287,CD3L,0 
2015,7,APRIL,05110288,CD3L,3 
2015,7,APRIL,05110289,CD3L,12 
2015,7,APRIL,05110290,CD3L,18 
2015,7,APRIL,05110291,CD3L,12 
2015,7,APRIL,05110292,CD3L,0 
2015,7,APRIL,05110293,CD3L,24 
2015,7,APRIL,05110294,CD3L,18 
2015,7,APRIL,05110295,3L,528 
2015,7,APRIL,05110296,CD3L,10 
2015,7,APRIL,05110297,CD3L,2 
2015,7,APRIL,05110298,CD3L,7 
2015,7,APRIL,05110299,CD3L,4 
2015,7,APRIL,05110300,CD3L,3 
2015,7,APRIL,05110301,3P,7040 
2015,7,APRIL,05110302,3D,96 
2015,7,APRIL,05110303,3D,330 
2015,7,APRIL,05110304,CD3L,0 
2015,7,APRIL,05110305,CD3L,12 
2015,7,APRIL,05110306,CD3L,12 
2015,7,APRIL,05110307,CD3L,0 
2015,7,APRIL,05110308,3L,180 
2015,7,APRIL,05110309,3L,64 
2015,7,APRIL,05110310,3L,50 
2015,7,APRIL,05110311,CD3L,1 
2015,7,APRIL,05110312,CD3L,1 
2015,7,APRIL,05110313,CD3L,6 
2015,7,APRIL,05110314,CD3L,4 
2015,7,APRIL,05110315,CD3L,0 
2015,7,APRIL,05110316,3P,176 
2015,7,APRIL,05110317,3P,7099 
2015,7,APRIL,05110318,CD3P,20 
2015,7,APRIL,05110319,3P,63 
2015,7,APRIL,05110320,3P,351 
2015,7,APRIL,05110321,3P,1248 
2015,7,APRIL,05110322,CD3P,0 
2015,7,APRIL,05110323,CD3P,8 
2015,7,APRIL,05110324,3P,90 
2015,7,APRIL,05110325,3D,54 
2015,7,APRIL,05110326,3D,54 
2015,7,APRIL,05110327,3P,10 
2015,7,APRIL,05110328,3D,205 
2015,7,APRIL,05110329,3D,22 
2015,7,APRIL,05110330,CD3P,8 
2015,7,APRIL,05110331,CD3D,3 
2015,7,APRIL,05110332,CD3D,2 
2015,7,APRIL,05110333,3D,72 
2015,7,APRIL,05110334,CD3L,12 
2015,7,APRIL,05110335,CD3L,6 
2015,7,APRIL,05110336,CD3L,24 
2015,7,APRIL,05110337,CD3L,12 
2015,7,APRIL,05110338,CD3L,6 
2015,7,APRIL,05110339,CD3L,12 
2015,7,APRIL,05110340,CD3L,1 
2015,7,APRIL,05110341,3L,96 
2015,7,APRIL,05110342,3L,50 
2015,7,APRIL,05110343,3L,100 
2015,7,APRIL,05110344,3L,100 
2015,7,APRIL,05110345,CD3L,13 
2015,7,APRIL,05110346,CD3L,4 
2015,7,APRIL,05110347,CD3L,1 
2015,7,APRIL,05110348,CD3L,1 
2015,7,APRIL,05110349,CD3L,5 
2015,7,APRIL,05110350,CD3L,2 
2015,7,APRIL,05110351,CD3L,1 
2015,7,APRIL,05110352,CD3L,2 
2015,7,APRIL,05110353,CD3L,1 
2015,7,APRIL,05110354,3P,2000 
2015,7,APRIL,05110355,3P,70 
2015,7,APRIL,05110356,CD3P,5 
2015,7,APRIL,05110357,CD3P,12 
2015,7,APRIL,05110358,3P,192 
2015,7,APRIL,05110359,3D,12 
2015,7,APRIL,05110360,3D,40 
2015,7,APRIL,05110361,3D,20 
2015,7,APRIL,05110362,3D,216 
2015,7,APRIL,05110363,CD3P,0 
2015,7,APRIL,05110364,CD3D,10 
2015,7,APRIL,05110365,CD3D,5 
2015,7,APRIL,05110366,3D,48 
2015,7,APRIL,05110367,CD3L,12 
2015,7,APRIL,05110368,CD3L,24 
2015,7,APRIL,05110369,CD3L,0 
2015,7,APRIL,05110370,CD3L,72 
2015,7,APRIL,05110371,CD3L,24 
2015,7,APRIL,05110372,3L,528 
2015,7,APRIL,05110373,CD3L,12 
2015,7,APRIL,05110374,3L,360 
2015,7,APRIL,05110375,CD3L,12 
2015,7,APRIL,05110376,CD3L,0 
2015,7,APRIL,05110377,CD3L,3 
2015,7,APRIL,05110378,CD3L,3 
2015,7,APRIL,05110379,CD3L,1 
2015,7,APRIL,05110380,CD3L,4 
2015,7,APRIL,05110381,CD3L,1 
2015,7,APRIL,05110382,3P,1008 
2015,7,APRIL,05110383,3P,120 
2015,7,APRIL,05110384,CD3P,4 
2015,7,APRIL,05110385,3P,5 
2015,7,APRIL,05110386,3D,24 
2015,7,APRIL,05110387,3D,100 
2015,7,APRIL,05110388,CD3D,10 
2015,7,APRIL,05110389,CD3D,2 
2015,7,APRIL,05110390,CD3D,3 
2015,7,APRIL,05110391,CD3D,1 
2015,7,APRIL,05110392,CD3D,5 
2015,7,APRIL,05110393,3P,2487 
2015,7,APRIL,05110394,3P,30 
2015,7,APRIL,05110395,3D,12 
2015,7,APRIL,05110396,3D,16 
2015,7,APRIL,05110397,3D,105 
2015,7,APRIL,05110398,3P,264 
2015,7,APRIL,05110399,3D,150 
2015,7,APRIL,05110400,CD3D,1 
2015,7,APRIL,05110401,3P,80 
2015,7,APRIL,05110402,3P,156 
2015,7,APRIL,05110403,3P,275 
2015,7,APRIL,05110404,3P,40 
2015,7,APRIL,05110405,3P,11 
2015,7,APRIL,05110406,3D,24 
2015,7,APRIL,05110407,3D,100 
2015,7,APRIL,05110408,3D,900 
2015,7,APRIL,05110409,3D,6 
2015,7,APRIL,05110410,CD3P,2 
2015,7,APRIL,05110411,CD3D,13 
2015,7,APRIL,05110412,CD3D,34 
2015,7,APRIL,05110413,CD3D,1 
2015,7,APRIL,05110414,CD3D,4 
2015,7,APRIL,05110415,3P,48 
2015,7,APRIL,05110416,CD3P,8 
2015,7,APRIL,05110417,CD3P,0 
2015,7,APRIL,05110418,CD3P,1 
2015,7,APRIL,05110419,CD3P,3 
2015,7,APRIL,05110420,3P,78 
2015,7,APRIL,05110421,3P,90 
2015,7,APRIL,05110422,3D,16 
2015,7,APRIL,05110423,3D,54 
2015,7,APRIL,05110424,3D,6 
2015,7,APRIL,05110425,CD3D,2 
2015,7,APRIL,05110426,CD3P,1 
2015,7,APRIL,05110427,CD3P,280 
2015,7,APRIL,05110428,3P,240 
2015,7,APRIL,05110429,3P,42 
2015,7,APRIL,05110430,3P,1200 
2015,7,APRIL,05110431,CD3P,12 
2015,7,APRIL,05110432,CD3P,3 
2015,7,APRIL,05110433,3P,135 
2015,7,APRIL,05110434,3P,2340 
2015,7,APRIL,05110435,3D,48 
2015,7,APRIL,05110436,3D,126 
2015,7,APRIL,05110437,3D,50 
2015,7,APRIL,05110438,3D,54 
2015,7,APRIL,05110439,CD3D,12 
2015,7,APRIL,05110440,CD3P,2 
2015,7,APRIL,05110441,CD3D,2 
2015,7,APRIL,05110442,CD3D,1 
2015,7,APRIL,05110443,CD3D,1 
2015,7,APRIL,05110444,CD3P,47 
2015,7,APRIL,05110445,CD3D,1 
2015,7,APRIL,05110446,3P,4992 
2015,7,APRIL,05110447,3P,600 
2015,7,APRIL,05110448,CD3P,3 
2015,7,APRIL,05110449,CD3P,0 
2015,7,APRIL,05110450,CD3P,4 
2015,7,APRIL,05110451,CD3P,6 
2015,7,APRIL,05110452,CD3P,1 
2015,7,APRIL,05110453,3P,150 
2015,7,APRIL,05110454,3D,18 
2015,7,APRIL,05110455,3D,44 
2015,7,APRIL,05110456,3D,54 
2015,7,APRIL,05110457,3D,197 
2015,7,APRIL,05110458,CD3D,1 
2015,7,APRIL,05110459,CD3D,1 
2015,7,APRIL,05110460,3D,168 
2015,7,APRIL,05110461,3D,96 
2015,7,APRIL,05110462,3L,0 
2015,7,APRIL,05110463,CD3L,48 
2015,7,APRIL,05110464,CD3L,2 
2015,7,APRIL,05110465,CD3L,12 
2015,7,APRIL,05110466,CD3L,24 
2015,7,APRIL,05110467,CD3L,72 
2015,7,APRIL,05110468,CD3L,12 
2015,7,APRIL,05110469,CD3L,12 
2015,7,APRIL,05110470,CD3L,12 
2015,7,APRIL,05110471,CD3L,3 
2015,7,APRIL,05110472,3L,8 
2015,7,APRIL,05110473,CD3M,3 
2015,7,APRIL,05110474,CD3L,1 
2015,7,APRIL,05110475,CD3L,16 
2015,7,APRIL,05110476,CD3L,8 
2015,7,APRIL,05110477,CD3L,21 
2015,7,APRIL,05110478,3P,50 
2015,7,APRIL,05110479,3P,360 
2015,7,APRIL,05110480,3P,160 
2015,7,APRIL,05110481,CD3P,2 
2015,7,APRIL,05110482,3P,80 
2015,7,APRIL,05110483,3P,32 
2015,7,APRIL,05110484,3D,24 
2015,7,APRIL,05110485,3P,112 
2015,7,APRIL,05110486,CD3P,3 
2015,7,APRIL,05110487,CD3D,2 
2015,7,APRIL,05110488,CD3D,2 
2015,7,APRIL,05110489,CD3D,2 
2015,7,APRIL,05110490,CD3D,4 
2015,7,APRIL,05110491,CD3P,40 
2015,7,APRIL,05110492,CD3P,132 
2015,7,APRIL,05110493,CD3P,4 
2015,7,APRIL,05110494,3P,170 
2015,7,APRIL,05110495,3D,80 
2015,7,APRIL,05110496,3D,16 
2015,7,APRIL,05110497,3D,48 
2015,7,APRIL,05110498,3D,54 
2015,7,APRIL,05110499,3D,120 
2015,7,APRIL,05110500,3D,252 
2015,7,APRIL,05110501,CD3D,18 
2015,7,APRIL,05110502,CD3D,8 
2015,7,APRIL,05110503,CD3D,18 
2015,7,APRIL,05110504,CD3D,12 
2015,7,APRIL,05110505,CD3P,18 
2015,7,APRIL,05110506,CD3D,1 
2015,7,APRIL,05110507,CD3D,1 
2015,7,APRIL,05110508,3D,40 
2015,7,APRIL,05110509,CD3L,24 
2015,7,APRIL,05110510,CD3L,0 
2015,7,APRIL,05110511,CD3L,12 
2015,7,APRIL,05110512,CD3L,12 
2015,7,APRIL,05110513,CD3L,12 
2015,7,APRIL,05110514,CD3L,12 
2015,7,APRIL,05110515,CD3L,12 
2015,7,APRIL,05110516,CD3L,12 
2015,7,APRIL,05110517,3L,150 
2015,7,APRIL,05110518,CD3L,2 
2015,7,APRIL,05110519,CD3L,2 
2015,7,APRIL,05110520,3P,41860 
2015,7,APRIL,05110521,3P,70103 
2015,7,APRIL,05110522,CD3P,5760 
2015,7,APRIL,05110523,CD3L,0 
2015,7,APRIL,05110524,CD3L,36 
2015,7,APRIL,05110525,CD3L,0 
2015,7,APRIL,05110526,CD3L,6 
2015,7,APRIL,05110527,CD3L,12 
2015,7,APRIL,05110528,CD3L,0 
2015,7,APRIL,05110529,CD3L,27 
2015,7,APRIL,05110530,CD3L,12 
2015,7,APRIL,05110531,CD3L,24 
2015,7,APRIL,05110532,CD3L,12 
2015,7,APRIL,05110533,CD3L,36 
2015,7,APRIL,05110534,3L,60 
2015,7,APRIL,05110535,3D,24 
2015,7,APRIL,05110536,CD3L,2 
2015,7,APRIL,05110537,CD3L,3 
2015,7,APRIL,05110538,CD3L,30 
2015,7,APRIL,05110539,CD3L,21 
2015,7,APRIL,05110540,CD3L,1 
2015,7,APRIL,05110541,CD3L,4 
2015,7,APRIL,05110542,3P,2660 
2015,7,APRIL,05110543,3P,192 
2015,7,APRIL,05110544,3P,50 
2015,7,APRIL,05110545,3P,50 
2015,7,APRIL,05110546,CD3P,5 
2015,7,APRIL,05110547,CD3P,3 
2015,7,APRIL,05110548,3P,13 
2015,7,APRIL,05110549,3D,34 
2015,7,APRIL,05110550,3D,32 
2015,7,APRIL,05110551,CD3D,1 
2015,7,APRIL,05110552,CD3D,1 
2015,7,APRIL,05110553,3P,6760 
2015,7,APRIL,05110554,3P,2240 
2015,7,APRIL,05110555,3P,40 
2015,7,APRIL,05110556,3P,80 
2015,7,APRIL,05110557,CD3P,7 
2015,7,APRIL,05110558,CD3P,0 
2015,7,APRIL,05110559,3D,14 
2015,7,APRIL,05110560,CD3D,10 
2015,7,APRIL,05110561,CD3P,2 
2015,7,APRIL,05110562,CD3D,1 
2015,7,APRIL,05110563,3D,48 
2015,7,APRIL,05110564,CD3L,12 
2015,7,APRIL,05110565,CD3L,0 
2015,7,APRIL,05110566,CD3L,24 
2015,7,APRIL,05110567,CD3L,24 
2015,7,APRIL,05110568,CD3L,0 
2015,7,APRIL,05110569,CD3L,24 
2015,7,APRIL,05110570,CD3L,12 
2015,7,APRIL,05110571,CD3L,12 
2015,7,APRIL,05110572,CD3L,12 
2015,7,APRIL,05110573,3L,16 
2015,7,APRIL,05110574,CD3L,21 
2015,7,APRIL,05110575,CD3L,3 
2015,7,APRIL,05110576,CD3L,2 
2015,7,APRIL,05110577,CD3L,2 
2015,7,APRIL,05110578,CD3L,5 
2015,7,APRIL,05110579,CD3L,8 
2015,7,APRIL,05110580,3P,384 
2015,7,APRIL,05110581,3P,360 
2015,7,APRIL,05110582,CD3P,1 
2015,7,APRIL,05110583,CD3P,1 
2015,7,APRIL,05110584,CD3P,1 
2015,7,APRIL,05110585,3D,240 
2015,7,APRIL,05110586,CD3L,12 
2015,7,APRIL,05110587,CD3L,12 
2015,7,APRIL,05110588,CD3L,12 
2015,7,APRIL,05110589,CD3L,0 
2015,7,APRIL,05110590,CD3L,30 
2015,7,APRIL,05110591,CD3L,0 
2015,7,APRIL,05110592,CD3L,12 
2015,7,APRIL,05110593,CD3L,24 
2015,7,APRIL,05110594,CD3L,24 
2015,7,APRIL,05110595,CD3L,7 
2015,7,APRIL,05110596,CD3L,1 
2015,7,APRIL,05110597,3L,48 
2015,7,APRIL,05110598,3L,63 
2015,7,APRIL,05110599,CD3M,4 
2015,7,APRIL,05110600,3D,144 
2015,7,APRIL,05110601,CD3L,8 
2015,7,APRIL,05110602,CD3L,1 
2015,7,APRIL,05110603,CD3L,1 
2015,7,APRIL,05110604,CD3L,5 
2015,7,APRIL,05110605,CD3L,1 
2015,7,APRIL,05110606,CD3L,3 
2015,7,APRIL,05110607,CD3L,6 
2015,7,APRIL,05110608,3P,3177 
2015,7,APRIL,05110609,3P,480 
2015,7,APRIL,05110610,CD3P,158 
2015,7,APRIL,05110611,3P,108 
2015,7,APRIL,05110612,3P,15 
2015,7,APRIL,05110613,3P,320 
2015,7,APRIL,05110614,3P,500 
2015,7,APRIL,05110615,3P,225 
2015,7,APRIL,05110616,3D,40 
2015,7,APRIL,05110617,3D,216 
2015,7,APRIL,05110618,3P,112 
2015,7,APRIL,05110619,CD3P,40 
2015,7,APRIL,05110620,CD3P,30 
2015,7,APRIL,05110621,CD3D,2 
2015,7,APRIL,05110622,CD3D,1 
2015,7,APRIL,05110623,CD3D,1 
2015,7,APRIL,05110624,3L,432 
2015,7,APRIL,05110625,CD3L,0 
2015,7,APRIL,05110626,CD3L,9 
2015,7,APRIL,05110627,CD3L,12 
2015,7,APRIL,05110628,CD3L,12 
2015,7,APRIL,05110629,CD3L,12 
2015,7,APRIL,05110630,CD3L,12 
